id,case_number,date,block,iucr,primary_type,description,location_description,arrest,domestic,beat,district,community_area,fbi_code,x_coordinate,y_coordinate,year,updated_on,latitude,longitude
13044462,jg226203,2023-04-16t19:00:00.000,001xx e lake shore dr,1154,deceptive practice,financial identity theft $300 and under,apartment,False,False,1824,018,8,11,1177756,1907270,2023,2023-04-23t16:51:46.000,41.9008739,-87.622528213
13044351,jg226133,2023-04-16t18:55:00.000,034xx w 26th st,1320,criminal damage,to vehicle,vehicle non-commercial,False,False,1032,010,30,14,1154021,1886522,2023,2023-04-23t16:51:46.000,41.84444573,-87.710261797
13044404,jg226134,2023-04-16t18:55:00.000,052xx w madison st,0860,theft,retail theft,drug store,False,False,1522,015,25,06,1141512,1899523,2023,2023-04-23t16:51:46.000,41.880362084,-87.755847438
13045451,jg226420,2023-04-16t18:50:00.000,083xx s cicero ave,1320,criminal damage,to vehicle,parking lot / garage (non residential),False,False,0834,008,70,14,1145884,1848805,2023,2023-04-23t16:51:46.000,41.74110234,-87.74107715
13044464,jg226216,2023-04-16t18:50:00.000,060xx s central ave,1320,criminal damage,to vehicle,residence,False,True,0812,008,64,14,1140092,1864069,2023,2023-04-23t16:51:46.000,41.783097018,-87.761927547
13051594,jg234056,2023-04-16t18:45:00.000,054xx s harper ave,1320,criminal damage,to vehicle,street,False,False,0234,002,41,14,1187201,1869519,2023,2023-04-25t16:45:06.000,41.797063346,-87.589038479
13044459,jg226135,2023-04-16t18:45:00.000,050xx w armitage ave,1310,criminal damage,to property,small retail store,False,False,2533,025,19,14,1142507,1912830,2023,2023-04-23t16:51:46.000,41.916859598,-87.751862683
13046569,jg227500,2023-04-16t18:42:00.000,016xx s hamlin ave,0486,battery,domestic battery simple,apartment,False,True,1014,010,29,08b,1151323,1891528,2023,2023-04-23t16:51:46.000,41.858236091,-87.720031886
13044363,jg226142,2023-04-16t18:40:00.000,0000x w 111th st,2024,narcotics,possess - heroin (white),sidewalk,True,False,0513,005,49,18,1178040,1831365,2023,2023-04-23t16:51:46.000,41.692576964,-87.623786349
13044421,jg226131,2023-04-16t18:40:00.000,077xx n sheridan rd,2820,other offense,telephone threat,apartment,False,False,2422,024,1,08a,1165398,1951104,2023,2023-04-23t16:51:46.000,42.021428201,-87.666667114
13044345,jg226128,2023-04-16t18:39:00.000,039xx w madison st,2092,narcotics,solicit narcotics on public way,sidewalk,True,False,1122,011,26,18,1150129,1899722,2023,2023-04-23t16:51:46.000,41.880744695,-87.724201222
13044463,jg226169,2023-04-16t18:30:00.000,077xx n sheridan rd,2820,other offense,telephone threat,apartment,False,False,2422,024,1,08a,1165398,1951104,2023,2023-04-23t16:51:46.000,42.021428201,-87.666667114
13044341,jg226115,2023-04-16t18:30:00.000,035xx n oconto ave,1320,criminal damage,to vehicle,street,False,False,1631,016,17,14,1127122,1922624,2023,2023-04-23t16:51:46.000,41.944007897,-87.808167701
13044381,jg226147,2023-04-16t18:30:00.000,001xx n state st,0860,theft,retail theft,department store,False,False,0111,001,32,06,1176352,1900927,2023,2023-04-23t16:51:46.000,41.883500187,-87.627876698
13044394,jg226140,2023-04-16t18:30:00.000,050xx s east end ave,0460,battery,simple,apartment,False,False,0222,002,39,08b,1188165,1871757,2023,2023-04-23t16:51:46.000,41.803181616,-87.585432024
13044371,jg226108,2023-04-16t18:22:00.000,051xx w winnemac ave,0486,battery,domestic battery simple,residence,False,True,1623,016,11,08b,1141226,1933096,2023,2023-04-23t16:51:46.000,41.972495172,-87.756067678
13044408,jg226136,2023-04-16t18:21:00.000,077xx s saginaw ave,0330,robbery,aggravated,street,False,False,0421,004,43,03,1195264,1854257,2023,2023-04-23t16:51:46.000,41.754988046,-87.559974389
13044301,jg226098,2023-04-16t18:20:00.000,013xx e 47th st,0860,theft,retail theft,department store,False,False,0222,002,39,06,1185766,1874101,2023,2023-04-23t16:51:46.000,41.809670667,-87.594156219
13044476,jg226104,2023-04-16t18:15:00.000,002xx s central ave,0497,battery,aggravated domestic battery - other dangerous weapon,street,False,True,1522,015,25,04b,1139095,1898344,2023,2023-04-23t16:51:46.000,41.87717104,-87.764751222
13044357,jg226102,2023-04-16t18:10:00.000,108xx s wabash ave,0910,motor vehicle theft,automobile,street,False,False,0513,005,49,07,1178497,1833177,2023,2023-04-23t16:51:46.000,41.697539008,-87.62205842
13044370,jg226116,2023-04-16t18:05:00.000,002xx s central ave,0486,battery,domestic battery simple,vehicle non-commercial,False,True,1522,015,25,08b,1139095,1898336,2023,2023-04-23t16:51:46.000,41.877149087,-87.764751417
13044690,jg226440,2023-04-16t18:00:00.000,050xx w adams st,0920,motor vehicle theft,attempt - automobile,street,False,False,1533,015,25,07,1142878,1898863,2023,2023-04-23t16:51:46.000,41.87852563,-87.750848011
13049110,jg231354,2023-04-16t18:00:00.000,065xx s francisco ave,1310,criminal damage,to property,residence,False,False,0831,008,66,14,1158174,1861054,2023,2023-04-23t16:51:46.000,41.774474556,-87.695714322
13044490,jg226197,2023-04-16t18:00:00.000,091xx s commercial ave,0560,assault,simple,sidewalk,False,False,0423,004,46,08a,1197734,1844871,2023,2023-04-23t16:51:46.000,41.729170867,-87.551235346
13044958,jg226869,2023-04-16t18:00:00.000,101xx s avenue l,1310,criminal damage,to property,apartment,False,False,0432,004,52,14,1201820,1838413,2023,2023-04-23t16:51:46.000,41.711346768,-87.536486646
13045433,jg227529,2023-04-16t18:00:00.000,062xx s claremont ave,0910,motor vehicle theft,automobile,street,False,False,0825,008,66,07,1161799,1863197,2023,2023-04-23t16:51:46.000,41.780280722,-87.682366139
13044365,jg226152,2023-04-16t18:00:00.000,003xx w 64th st,0810,theft,over $500,hospital building / grounds,False,True,0722,007,68,06,1175044,1862506,2023,2023-04-23t16:51:46.000,41.778099133,-87.633828531
13044962,jg226886,2023-04-16t18:00:00.000,017xx n mason ave,0820,theft,$500 and under,street,False,False,2531,025,25,06,1136478,1911018,2023,2023-04-23t16:51:46.000,41.911997289,-87.774056913
13045540,jg226288,2023-04-16t18:00:00.000,015xx w fulton st,0820,theft,$500 and under,street,False,False,1215,012,28,06,1165989,1901945,2023,2023-04-23t16:51:46.000,41.886521117,-87.66590113
13053109,jg235420,2023-04-16t18:00:00.000,072xx n western ave,1120,deceptive practice,forgery,sidewalk,False,False,2411,024,2,10,,,2023,2023-04-25t16:47:28.000,,
13044568,jg226274,2023-04-16t17:55:00.000,024xx w 51st st,1479,concealed carry license violation,armed while under the influence,parking lot / garage (non residential),True,False,0923,009,63,15,1161085,1870795,2023,2023-04-23t16:51:46.000,41.801145444,-87.684773656
13045484,jg226555,2023-04-16t17:50:00.000,048xx s archer ave,1220,deceptive practice,theft of lost / mislaid property,apartment,False,False,0821,008,57,11,,,2023,2023-04-23t16:51:46.000,,
13048251,jg230697,2023-04-16t17:45:00.000,017xx n cicero ave,1205,deceptive practice,"theft by lessee, non-motor vehicle",other (specify),False,False,2533,025,25,11,1144138,1910955,2023,2023-04-23t16:51:46.000,41.9116839,-87.745917518
13044532,jg226272,2023-04-16t17:42:00.000,007xx w fullerton ave,0820,theft,$500 and under,apartment,False,False,1935,019,7,06,1171039,1916184,2023,2023-04-23t16:51:46.000,41.925484454,-87.646937984
13044325,jg226066,2023-04-16t17:35:00.000,059xx s marshfield ave,502p,other offense,false / stolen / altered trp,street,False,False,0714,007,67,26,1166356,1865404,2023,2023-04-23t16:51:46.000,41.786241127,-87.66559656
13044298,jg226093,2023-04-16t17:30:00.000,100xx s michigan ave,0890,theft,from building,gas station,False,False,0511,005,49,06,1178989,1838582,2023,2023-04-23t16:51:46.000,41.712359904,-87.62009309
13048590,jg230941,2023-04-16t17:30:00.000,089xx s stony island ave,0860,theft,retail theft,convenience store,False,False,0413,004,48,06,1188353,1846118,2023,2023-04-23t16:51:46.000,41.732821527,-87.585560041
13044501,jg226130,2023-04-16t17:30:00.000,022xx w 54th pl,0620,burglary,unlawful entry,cha apartment,False,False,0932,009,63,05,1162113,1868479,2023,2023-04-23t16:51:46.000,41.794768699,-87.68106805
13045406,jg227262,2023-04-16t17:30:00.000,011xx e 55th st,0460,battery,simple,bar or tavern,False,False,0233,002,41,08b,1185003,1868770,2023,2023-04-23t16:51:46.000,41.795059972,-87.59712222
13048636,jg226059,2023-04-16t17:26:00.000,055xx w augusta blvd,0810,theft,over $500,apartment,False,False,1524,015,25,06,1139171,1906120,2023,2023-04-23t16:51:46.000,41.898507986,-87.764282829
13045072,jg226058,2023-04-16t17:25:00.000,002xx w north ave,0486,battery,domestic battery simple,street,False,True,1814,018,7,08b,1174063,1910985,2023,2023-04-23t16:51:46.000,41.911151209,-87.63598179
13044836,jg226680,2023-04-16t17:25:00.000,048xx w irving park rd,0560,assault,simple,cta bus,False,False,1634,016,15,08a,1143483,1926154,2023,2023-04-23t16:51:46.000,41.953403719,-87.74794257
13044360,jg226061,2023-04-16t17:19:00.000,111xx s peoria st,0486,battery,domestic battery simple,residence,False,True,2233,022,75,08b,1172309,1830886,2023,2023-04-23t16:51:46.000,41.691390144,-87.644782496
13044586,jg226229,2023-04-16t17:15:00.000,082xx s brandon ave,051a,assault,aggravated - handgun,residence - garage,False,False,0424,004,46,04a,1198913,1850977,2023,2023-04-23t16:51:46.000,41.745896712,-87.54671203
13044378,jg226095,2023-04-16t17:12:00.000,069xx s cottage grove ave,502r,other offense,vehicle title / registration offense,street,True,False,0321,003,69,26,1182750,1859334,2023,2023-04-23t16:51:46.000,41.76921938,-87.605676698
13044389,jg226037,2023-04-16t17:11:00.000,011xx s clinton st,0560,assault,simple,restaurant,False,False,0124,001,28,08a,1172894,1895220,2023,2023-04-23t16:51:46.000,41.867917099,-87.640743719
13044364,jg226047,2023-04-16t17:11:00.000,051xx s princeton ave,143a,weapons violation,unlawful possession - handgun,residence - yard (front / back),True,False,0935,009,37,15,1175163,1870696,2023,2023-04-23t16:51:46.000,41.800570689,-87.633147751
13044306,jg226079,2023-04-16t17:00:00.000,014xx w 63rd st,1780,offense involving children,other offense,street,False,False,0713,007,67,20,1167639,1862965,2023,2023-04-23t16:51:46.000,41.779520772,-87.660962362
13044469,jg226065,2023-04-16t17:00:00.000,063xx s komensky ave,0495,battery,aggravated of a senior citizen,street,False,False,0813,008,65,04b,1150461,1862214,2023,2023-04-23t16:51:46.000,41.777811228,-87.723959075
13045113,jg227013,2023-04-16t17:00:00.000,113xx s forest ave,1320,criminal damage,to vehicle,street,False,False,0531,005,49,14,1180268,1829831,2023,2023-04-23t16:51:46.000,41.688316799,-87.615676103
13045129,jg227079,2023-04-16t17:00:00.000,034xx w wrightwood ave,2826,other offense,harassment by electronic means,residence,False,False,1412,014,22,26,1152846,1917071,2023,2023-04-23t16:51:46.000,41.928298621,-87.713764448
13046821,jg227831,2023-04-16t17:00:00.000,015xx e 69th st,0281,criminal sexual assault,non-aggravated,apartment,False,True,0332,003,43,02,1187733,1859547,2023,2023-04-23t16:51:46.000,41.769686733,-87.587404836
13044735,jg226509,2023-04-16t17:00:00.000,049xx w jackson blvd,0910,motor vehicle theft,automobile,street,False,False,1533,015,25,07,1143616,1898219,2023,2023-04-23t16:51:46.000,41.876744638,-87.748154318
13044423,jg226174,2023-04-16t17:00:00.000,016xx n hermitage ave,0910,motor vehicle theft,automobile,street,False,False,1433,014,24,07,1164432,1910866,2023,2023-04-23t16:51:46.000,41.911034084,-87.671366031
13044818,jg226739,2023-04-16t17:00:00.000,003xx e 38th st,1320,criminal damage,to vehicle,street,False,False,0212,002,35,14,1179336,1879867,2023,2023-04-23t16:51:46.000,41.825642379,-87.617564012
13044344,jg226081,2023-04-16t17:00:00.000,005xx w 26th st,0620,burglary,unlawful entry,residence - garage,False,False,0914,009,60,05,1173029,1887018,2023,2023-04-23t16:51:46.000,41.845407198,-87.640491086
13044255,jg226021,2023-04-16t17:00:00.000,007xx e 47th st,0860,theft,retail theft,department store,False,False,0223,002,38,06,1181891,1874009,2023,2023-04-23t16:51:46.000,41.80950879,-87.608371773
13050922,jg226239,2023-04-16t17:00:00.000,078xx s south shore dr,0460,battery,simple,apartment,False,True,0421,004,43,08b,1197814,1854066,2023,2023-04-25t16:45:06.000,41.754400648,-87.550635931
13046044,jg228124,2023-04-16t17:00:00.000,049xx n marine dr,1310,criminal damage,to property,apartment,False,True,2024,020,3,14,1169938,1933073,2023,2023-04-23t16:51:46.000,41.971852622,-87.650489142
13044339,jg226121,2023-04-16t17:00:00.000,036xx w 15th st,1310,criminal damage,to property,apartment,False,False,1011,010,29,14,1152474,1892469,2023,2023-04-23t16:51:46.000,41.860795666,-87.715782119
13044744,jg226594,2023-04-16t17:00:00.000,046xx n kedzie ave,0920,motor vehicle theft,attempt - automobile,street,False,False,1713,017,14,07,1154205,1930851,2023,2023-04-23t16:51:46.000,41.966084853,-87.708401383
13044380,jg226033,2023-04-16t16:59:00.000,024xx w augusta blvd,031a,robbery,armed - handgun,alley,False,False,1212,012,24,03,1159915,1906579,2023,2023-04-23t16:51:46.000,41.899364679,-87.688078389
13044379,jg226112,2023-04-16t16:57:00.000,0000x n state st,1330,criminal trespass,to land,small retail store,False,False,0112,001,32,26,1176363,1900552,2023,2023-04-23t16:51:46.000,41.882470918,-87.627847625
13044256,jg226020,2023-04-16t16:55:00.000,066xx s greenwood ave,2825,other offense,harassment by telephone,apartment,False,False,0321,003,42,26,1184362,1861175,2023,2023-04-23t16:51:46.000,41.774233678,-87.599710369
13044563,jg226289,2023-04-16t16:54:00.000,039xx w congress pkwy,2826,other offense,harassment by electronic means,apartment,False,True,1132,011,26,26,1150210,1897402,2023,2023-04-23t16:51:46.000,41.874376778,-87.723964278
13044390,jg226012,2023-04-16t16:50:00.000,002xx n michigan ave,1310,criminal damage,to property,cta bus,False,False,0114,001,32,14,1177256,1901915,2023,2023-04-23t16:51:46.000,41.886190872,-87.624527215
13044377,jg226017,2023-04-16t16:45:00.000,010xx n campbell ave,031a,robbery,armed - handgun,sidewalk,False,False,1212,012,24,03,1159545,1906988,2023,2023-04-26t16:50:51.000,41.900494637,-87.68942612
13044244,jg225962,2023-04-16t16:42:00.000,037xx w leland ave,051a,assault,aggravated - handgun,apartment,False,False,1723,017,14,04a,1150654,1930974,2023,2023-04-23t16:51:46.000,41.966492703,-87.721454608
13044348,jg226006,2023-04-16t16:40:00.000,076xx s aberdeen st,0560,assault,simple,residence,True,True,0612,006,71,08a,1170306,1854206,2023,2023-04-23t16:51:46.000,41.75542734,-87.651439407
13044273,jg226016,2023-04-16t16:36:00.000,061xx s langley ave,051a,assault,aggravated - handgun,residence,True,False,0313,003,42,04a,1181950,1864457,2023,2023-04-23t16:51:46.000,41.783295917,-87.608450806
13044445,jg226019,2023-04-16t16:35:00.000,021xx w churchill st,0820,theft,$500 and under,vehicle non-commercial,False,False,1434,014,22,06,1161627,1912157,2023,2023-04-23t16:51:46.000,41.914635624,-87.681634583
13044514,jg226002,2023-04-16t16:34:00.000,079xx s green st,0486,battery,domestic battery simple,apartment,False,True,0621,006,71,08b,1172016,1852181,2023,2023-04-23t16:51:46.000,41.749833116,-87.645232056
27440,jg225976,2023-04-16t16:30:00.000,039xx w arthington st,0110,homicide,first degree murder,street,False,False,1132,011,26,01a,1150317,1895746,2023,2023-04-23t16:51:46.000,41.86983044,-87.723614607
13044461,jg226217,2023-04-16t16:30:00.000,020xx n clark st,1150,deceptive practice,credit card fraud,park property,False,False,1814,018,7,11,1173986,1913691,2023,2023-04-23t16:51:46.000,41.918578314,-87.636183854
13044475,jg226148,2023-04-16t16:30:00.000,119xx s yale ave,0497,battery,aggravated domestic battery - other dangerous weapon,residence,False,True,0522,005,53,04b,1176758,1825821,2023,2023-04-23t16:51:46.000,41.677392272,-87.628645977
13047337,jg226212,2023-04-16t16:30:00.000,051xx w winnemac ave,0486,battery,domestic battery simple,residence,False,True,1623,016,11,08b,1141226,1933096,2023,2023-04-23t16:51:46.000,41.972495172,-87.756067678
13044326,jg226075,2023-04-16t16:30:00.000,002xx e 46th st,1365,criminal trespass,to residence,apartment,False,False,0215,002,38,26,1178483,1874572,2023,2023-04-23t16:51:46.000,41.81113192,-87.620854505
13044477,jg225982,2023-04-16t16:19:00.000,048xx w west end ave,0497,battery,aggravated domestic battery - other dangerous weapon,street,False,True,1532,015,25,04b,1144107,1900546,2023,2023-04-23t16:51:46.000,41.883121009,-87.746293055
13044362,jg226060,2023-04-16t16:18:00.000,074xx s merrill ave,0560,assault,simple,apartment,True,False,0333,003,43,08a,1191843,1855973,2023,2023-04-23t16:51:46.000,41.759780594,-87.572455541
13044245,jg225981,2023-04-16t16:15:00.000,0000x n leclaire ave,1822,narcotics,manufacture / deliver - cannabis over 10 grams,street,True,False,1533,015,25,18,1142387,1899664,2023,2023-04-23t16:51:46.000,41.880732804,-87.752630983
13046300,jg228478,2023-04-16t16:15:00.000,005xx w madison st,1150,deceptive practice,credit card fraud,apartment,False,False,0121,001,28,11,1172508,1900293,2023,2023-04-23t16:51:46.000,41.881846294,-87.64201078
13045454,jg226985,2023-04-16t16:10:00.000,015xx n clybourn ave,0890,theft,from building,bowling alley,False,False,1822,018,8,06,1171164,1910126,2023,2023-04-23t16:51:46.000,41.90885825,-87.646656908
13044358,jg226073,2023-04-16t16:10:00.000,002xx w 117th st,0486,battery,domestic battery simple,residence,True,True,0522,005,53,08b,1176893,1827360,2023,2023-04-23t16:51:46.000,41.681612494,-87.628105729
13044425,jg226209,2023-04-16t16:06:00.000,004xx s morgan st,0820,theft,$500 and under,sidewalk,False,False,1232,012,28,06,1169841,1898238,2023,2023-04-23t16:51:46.000,41.876265763,-87.651863802
13044220,jg225960,2023-04-16t16:00:00.000,033xx w marquette rd,0486,battery,domestic battery simple,apartment,False,True,0831,008,66,08b,1155311,1859994,2023,2023-04-23t16:51:46.000,41.771623524,-87.706238027
13045690,jg227702,2023-04-16t16:00:00.000,085xx s stony island ave,0910,motor vehicle theft,automobile,street,False,False,0412,004,45,07,1188285,1848840,2023,2023-04-23t16:51:46.000,41.740292589,-87.585722529
13044410,jg226139,2023-04-16t16:00:00.000,023xx w adams st,0460,battery,simple,park property,False,False,1225,012,28,08b,1160860,1899022,2023,2023-04-23t16:51:46.000,41.87860807,-87.684817195
13044222,jg225970,2023-04-16t16:00:00.000,009xx s loomis st,0910,motor vehicle theft,automobile,street,False,False,1231,012,28,07,1167191,1895917,2023,2023-04-23t16:51:46.000,41.869954077,-87.661660343
13044772,jg226631,2023-04-16t16:00:00.000,095xx s genoa ave,0910,motor vehicle theft,automobile,street,False,False,2223,022,73,07,1170932,1841596,2023,2023-04-23t16:51:46.000,41.720810122,-87.649512473
13049758,jg232506,2023-04-16t16:00:00.000,053xx s maplewood ave,1563,sex offense,criminal sexual abuse,residence,False,True,0923,009,63,17,1160276,1869191,2023,2023-04-23t16:51:46.000,41.796760572,-87.687784738
13044349,jg226111,2023-04-16t16:00:00.000,060xx s halsted st,0610,burglary,forcible entry,residence,False,False,0712,007,68,05,1172001,1864933,2023,2023-04-23t16:51:46.000,41.784826483,-87.644913015
13044560,jg225996,2023-04-16t16:00:00.000,002xx e garfield blvd,2820,other offense,telephone threat,apartment,False,True,0231,002,40,08a,1178686,1868597,2023,2023-04-23t16:51:46.000,41.794731362,-87.620291732
13044779,jg226525,2023-04-16t16:00:00.000,045xx n kedzie ave,0610,burglary,forcible entry,commercial / business office,False,False,1724,017,14,05,1154231,1929992,2023,2023-04-23t16:51:46.000,41.963727184,-87.708328824
13044312,jg225946,2023-04-16t16:00:00.000,011xx w thorndale ave,0460,battery,simple,alley,False,False,2433,024,77,08b,1167634,1939685,2023,2023-04-23t16:51:46.000,41.990046208,-87.658769765
13044781,jg226627,2023-04-16t16:00:00.000,049xx w newport ave,0910,motor vehicle theft,automobile,street,False,False,1634,016,15,07,1142818,1922484,2023,2023-04-23t16:51:46.000,41.943345344,-87.750478943
13044303,jg226056,2023-04-16t16:00:00.000,042xx w lake st,1320,criminal damage,to vehicle,street,False,False,1114,011,26,14,1148097,1901548,2023,2023-04-23t16:51:46.000,41.885794778,-87.731615614
13044765,jg226608,2023-04-16t16:00:00.000,035xx s cottage grove ave,0910,motor vehicle theft,automobile,street,False,False,0212,002,36,07,1181368,1881512,2023,2023-04-23t16:51:46.000,41.830109681,-87.610058377
13044277,jg225993,2023-04-16t16:00:00.000,011xx n cicero ave,2024,narcotics,possess - heroin (white),street,True,False,1531,015,25,18,1144151,1907349,2023,2023-04-23t16:51:46.000,41.9017884,-87.745960471
13044434,jg226004,2023-04-16t15:45:00.000,002xx e erie st,0484,battery,"protected employee - hands, fists, feet, no / minor injury",hospital building / grounds,False,False,1834,018,8,08b,1178083,1904831,2023,2023-04-23t16:51:46.000,41.894173733,-87.621401474
13044397,jg225956,2023-04-16t15:44:00.000,024xx n clark st,0330,robbery,aggravated,small retail store,False,False,1935,019,7,03,1172527,1916825,2023,2023-04-23t16:51:46.000,41.927210571,-87.641451394
13044393,jg225950,2023-04-16t15:41:00.000,027xx s indiana ave,0486,battery,domestic battery simple,apartment,False,True,0133,001,35,08b,1178044,1886556,2023,2023-04-23t16:51:46.000,41.844026941,-87.622100808
13044262,jg225943,2023-04-16t15:40:00.000,036xx n halsted st,0530,assault,aggravated - other dangerous weapon,grocery food store,False,False,1923,019,6,04a,1170271,1924485,2023,2023-04-23t16:51:46.000,41.948279589,-87.649516667
13044243,jg225930,2023-04-16t15:40:00.000,050xx n pulaski rd,0460,battery,simple,grocery food store,False,False,1712,017,14,08b,1148820,1933099,2023,2023-04-23t16:51:46.000,41.972359593,-87.728142793
13044285,jg225939,2023-04-16t15:38:00.000,016xx w marquette rd,4387,other offense,violate order of protection,apartment,True,True,0725,007,67,26,1166353,1860276,2023,2023-04-23t16:51:46.000,41.772169305,-87.665753524
13044257,jg226031,2023-04-16t15:30:00.000,029xx n kilbourn ave,0917,motor vehicle theft,"cycle, scooter, bike with vin",street,False,False,2523,025,20,07,1145876,1919080,2023,2023-04-23t16:51:46.000,41.933946853,-87.739325809
13044268,jg225920,2023-04-16t15:21:00.000,020xx w 67th pl,0486,battery,domestic battery simple,residence,True,True,0726,007,67,08b,1163936,1859888,2023,2023-04-23t16:51:46.000,41.771155722,-87.674624441
13044240,jg225895,2023-04-16t15:15:00.000,0000x e 21st st,143a,weapons violation,unlawful possession - handgun,street,True,False,0131,001,33,15,1177269,1890283,2023,2023-04-23t16:51:46.000,41.854271669,-87.624832038
13044470,jg225947,2023-04-16t15:14:00.000,055xx s albany ave,0486,battery,domestic battery simple,apartment,False,True,0824,008,63,08b,1156658,1867704,2023,2023-04-23t16:51:46.000,41.792753828,-87.70109252
13044375,jg225870,2023-04-16t15:10:00.000,015xx s kildare ave,041a,battery,aggravated - handgun,sidewalk,False,False,1012,010,29,04b,1147967,1892196,2023,2023-04-23t16:51:46.000,41.860134288,-87.732333465
13044270,jg225992,2023-04-16t15:00:00.000,004xx n michigan ave,0860,theft,retail theft,small retail store,False,False,1834,018,8,06,1177356,1903470,2023,2023-04-23t16:51:46.000,41.890455604,-87.6241128
13046240,jg228500,2023-04-16t15:00:00.000,053xx s avers ave,1122,deceptive practice,counterfeit check,residence,False,False,0822,008,62,10,1151610,1868970,2023,2023-04-23t16:51:46.000,41.796328303,-87.719569958
13048932,jg231616,2023-04-16t15:00:00.000,040xx w crystal st,1754,offense involving children,aggravated sexual assault of child by family member,residence,False,True,2534,025,23,02,1149269,1908033,2023,2023-04-23t16:51:46.000,41.903567668,-87.727143495
13044684,jg226435,2023-04-16t15:00:00.000,008xx e 87th pl,0820,theft,$500 and under,apartment,False,False,0632,006,44,06,1183334,1847142,2023,2023-04-23t16:51:46.000,41.735749685,-87.603914933
13047293,jg229674,2023-04-16t15:00:00.000,010xx n keeler ave,0460,battery,simple,park property,False,False,1111,011,23,08b,1148187,1906782,2023,2023-04-23t16:51:46.000,41.900155706,-87.731150217
13049371,jg232011,2023-04-16t15:00:00.000,011xx e 55th st,0460,battery,simple,bar or tavern,False,False,0233,002,41,08b,1185003,1868770,2023,2023-04-23t16:51:46.000,41.795059972,-87.59712222
13046168,jg228240,2023-04-16t15:00:00.000,002xx n albany ave,0910,motor vehicle theft,automobile,street,False,False,1222,012,27,07,1155673,1901562,2023,2023-04-23t16:51:46.000,41.885684054,-87.703794442
13044216,jg225965,2023-04-16t15:00:00.000,048xx s paulina st,1320,criminal damage,to vehicle,parking lot / garage (non residential),False,False,0931,009,61,14,1165824,1872711,2023,2023-04-23t16:51:46.000,41.806303735,-87.667339581
13045612,jg227574,2023-04-16t15:00:00.000,086xx s damen ave,1320,criminal damage,to vehicle,alley,False,False,0614,006,71,14,1164525,1847387,2023,2023-04-23t16:51:46.000,41.736838785,-87.67281718
13053587,jg236805,2023-04-16t15:00:00.000,040xx w jackson blvd,0910,motor vehicle theft,automobile,street,False,False,1115,011,26,07,,,2023,2023-04-26t16:53:52.000,,
13044292,jg225880,2023-04-16t15:00:00.000,073xx s vernon ave,1320,criminal damage,to vehicle,street,False,False,0323,003,69,14,1180518,1856385,2023,2023-04-23t16:51:46.000,41.761178544,-87.613948492
13049582,jg232168,2023-04-16t15:00:00.000,132xx s baltimore ave,1120,deceptive practice,forgery,government building / property,False,False,0433,004,55,10,1199097,1817757,2023,2023-04-23t16:51:46.000,41.654733332,-87.547148983
13044318,jg225896,2023-04-16t14:50:00.000,067xx n glenwood ave,0486,battery,domestic battery simple,apartment,False,True,2432,024,1,08b,1165710,1944824,2023,2023-04-23t16:51:46.000,42.004189109,-87.665699202
13044308,jg225921,2023-04-16t14:50:00.000,084xx s brandon ave,031a,robbery,armed - handgun,street,False,False,0424,004,46,03,1198947,1849657,2023,2023-04-23t16:51:46.000,41.742273684,-87.546631669
13044290,jg225857,2023-04-16t14:49:00.000,039xx w ogden ave,1330,criminal trespass,to land,small retail store,False,False,1013,010,29,26,1150249,1889005,2023,2023-04-23t16:51:46.000,41.851333654,-87.724039888
13044367,jg225881,2023-04-16t14:45:00.000,009xx w weed st,0860,theft,retail theft,department store,False,False,1822,018,8,06,1169814,1910460,2023,2023-04-23t16:51:46.000,41.909804314,-87.651606387
13044181,jg225860,2023-04-16t14:45:00.000,019xx n cicero ave,0860,theft,retail theft,appliance store,False,False,2533,025,19,06,1144090,1912429,2023,2023-04-23t16:51:46.000,41.915729613,-87.746056778
13044347,jg225877,2023-04-16t14:41:00.000,023xx e 79th st,0460,battery,simple,small retail store,False,False,0414,004,43,08b,1193357,1853048,2023,2023-04-23t16:51:46.000,41.751717281,-87.567002336
13044253,jg225890,2023-04-16t14:40:00.000,001xx e chicago ave,0860,theft,retail theft,department store,True,False,1833,018,8,06,1177003,1905748,2023,2023-04-23t16:51:46.000,41.896714548,-87.625340136
13044374,jg225980,2023-04-16t14:31:00.000,001xx n state st,0330,robbery,aggravated,department store,False,False,0111,001,32,03,1176352,1900927,2023,2023-04-23t16:51:46.000,41.883500187,-87.627876698
13045183,jg227114,2023-04-16t14:30:00.000,016xx w chase ave,0820,theft,$500 and under,vehicle non-commercial,False,False,2423,024,1,06,1164200,1948323,2023,2023-04-23t16:51:46.000,42.013822613,-87.671154917
13044472,jg225863,2023-04-16t14:30:00.000,063xx s kedzie ave,0860,theft,retail theft,drug store,False,False,0823,008,66,06,1156143,1862448,2023,2023-04-23t16:51:46.000,41.778340981,-87.703122242
13045881,jg227872,2023-04-16t14:30:00.000,027xx s sawyer ave,0560,assault,simple,apartment,False,False,1032,010,30,08a,1155141,1885578,2023,2023-04-23t16:51:46.000,41.841832911,-87.706176852
13044933,jg226843,2023-04-16t14:30:00.000,054xx s shore dr,0820,theft,$500 and under,street,False,False,0234,002,41,06,1189423,1869265,2023,2023-04-23t16:51:46.000,41.79631327,-87.580898427
