id,case_number,date,block,iucr,primary_type,description,location_description,arrest,domestic,beat,district,community_area,fbi_code,x_coordinate,y_coordinate,year,updated_on,latitude,longitude
13039209,jg219812,2023-04-11t23:35:00.000,006xx e solidarity dr,0520,assault,aggravated - knife / cutting instrument,street,True,False,0132,001,33,04a,1180603,1894742,2023,2023-04-18t16:48:04.000,41.866431281,-87.612457669
13039168,jg209804,2023-04-11t23:35:00.000,088xx s carpenter st,143a,weapons violation,unlawful possession - handgun,residence,False,False,2222,022,71,15,1170860,1846248,2023,2023-04-18t16:48:04.000,41.733577446,-87.649640857
13039769,jg220425,2023-04-11t23:30:00.000,0000x n hamlin blvd,0460,battery,simple,residence - porch / hallway,False,False,1122,011,26,08b,1151064,1899854,2023,2023-04-18t16:48:04.000,41.881088655,-87.720764494
13039183,jg219798,2023-04-11t23:30:00.000,010xx e marquette rd,0486,battery,domestic battery simple,apartment,False,True,0321,003,42,08b,1184107,1861457,2023,2023-04-18t16:48:04.000,41.775013477,-87.600636333
13039280,jg219879,2023-04-11t23:30:00.000,037xx w irving park rd,0610,burglary,forcible entry,residence - garage,False,False,1732,017,16,05,1150567,1926324,2023,2023-04-18t16:48:04.000,41.953734478,-87.721896493
13039416,jg220130,2023-04-11t23:30:00.000,040xx w roosevelt rd,1320,criminal damage,to vehicle,gas station,False,False,1132,011,29,14,1149820,1894408,2023,2023-04-18t16:48:04.000,41.866168484,-87.725474038
13039360,jg219985,2023-04-11t23:30:00.000,031xx w wilson ave,0910,motor vehicle theft,automobile,street,False,False,1724,017,14,07,1154695,1930354,2023,2023-04-18t16:48:04.000,41.964711234,-87.706613102
13039245,jg219778,2023-04-11t23:25:00.000,012xx w greenleaf ave,0486,battery,domestic battery simple,vehicle non-commercial,False,True,2423,024,1,08b,1166921,1947102,2023,2023-04-18t16:48:04.000,42.010413978,-87.661178143
13039215,jg219782,2023-04-11t23:20:00.000,012xx s springfield ave,0460,battery,simple,alley,False,False,1011,010,29,08b,1150575,1894138,2023,2023-04-18t16:48:04.000,41.865412869,-87.722709399
13039201,jg219776,2023-04-11t23:12:00.000,043xx w flournoy st,0420,battery,aggravated - knife / cutting instrument,apartment,False,True,1131,011,26,04b,1147598,1896685,2023,2023-04-18t16:48:04.000,41.872459731,-87.733572858
13041992,jg220006,2023-04-11t23:10:00.000,088xx s commercial ave,0486,battery,domestic battery simple,apartment,False,True,0424,004,46,08b,1197677,1846957,2023,2023-04-18t16:48:04.000,41.73489644,-87.551374724
13039266,jg219767,2023-04-11t23:10:00.000,052xx s morgan st,1320,criminal damage,to vehicle,street,False,False,0934,009,61,14,1170540,1869911,2023,2023-04-18t16:48:04.000,41.798518651,-87.650124602
13039145,jg219831,2023-04-11t23:07:00.000,011xx s state st,3710,interference with public officer,resist / obstruct / disarm officer,cta train,True,False,0123,001,32,24,1176517,1895340,2023,2023-04-18t16:48:04.000,41.868165405,-87.62743954
13045324,jg227077,2023-04-11t23:00:00.000,015xx w farwell ave,1150,deceptive practice,credit card fraud,apartment,False,False,2431,024,1,11,1164834,1945709,2023,2023-04-19t16:48:51.000,42.006636267,-87.668896734
13039978,jg220503,2023-04-11t23:00:00.000,013xx s millard ave,0910,motor vehicle theft,automobile,street,False,False,1011,010,29,07,1152254,1893532,2023,2023-04-18t16:48:04.000,41.863716999,-87.716561662
13039187,jg219818,2023-04-11t23:00:00.000,080xx s damen ave,051a,assault,aggravated - handgun,park property,False,False,0614,006,71,04a,1164431,1851134,2023,2023-04-18t16:48:04.000,41.747123092,-87.673056237
13039256,jg219866,2023-04-11t23:00:00.000,018xx s springfield ave,031a,robbery,armed - handgun,apartment,False,False,1014,010,29,03,1150691,1890672,2023,2023-04-18t16:48:04.000,41.855899489,-87.722374099
13039436,jg220160,2023-04-11t23:00:00.000,045xx s christiana ave,0820,theft,$500 and under,street,False,False,0821,008,58,06,1154799,1874259,2023,2023-04-18t16:48:04.000,41.810778977,-87.707734358
13039181,jg219825,2023-04-11t22:40:00.000,090xx s emerald ave,0560,assault,simple,residence,False,False,2223,022,71,08a,1172900,1844736,2023,2023-04-18t16:48:04.000,41.7293836,-87.642211804
13041816,jg222928,2023-04-11t22:30:00.000,048xx n bernard st,0810,theft,over $500,street,False,False,1712,017,14,06,1152511,1931851,2023,2023-04-18t16:48:04.000,41.968862653,-87.71460339
13039236,jg219761,2023-04-11t22:30:00.000,055xx w gladys ave,0560,assault,simple,sidewalk,False,True,1522,015,25,08a,1139557,1897794,2023,2023-04-18t16:48:04.000,41.875653356,-87.763068283
13039167,jg219759,2023-04-11t22:30:00.000,091xx s wallace st,1320,criminal damage,to vehicle,street,False,True,2223,022,73,14,1173904,1844377,2023,2023-04-18t16:48:04.000,41.728376274,-87.638544513
13039132,jg219757,2023-04-11t22:30:00.000,049xx w arthington st,1320,criminal damage,to vehicle,street,False,False,1533,015,25,14,1143756,1895516,2023,2023-04-18t16:48:04.000,41.869324647,-87.747707988
13039211,jg219740,2023-04-11t22:29:00.000,022xx w 23rd st,143a,weapons violation,unlawful possession - handgun,street,True,False,1034,010,31,15,1161907,1888706,2023,2023-04-18t16:48:04.000,41.85027821,-87.681260532
13039171,jg219770,2023-04-11t22:25:00.000,070xx s sangamon st,0496,battery,aggravated domestic battery - knife / cutting instrument,apartment,True,True,0733,007,68,04b,1171188,1858219,2023,2023-04-18t16:48:04.000,41.76642029,-87.648089955
13039248,jg219795,2023-04-11t22:25:00.000,035xx e 112th st,0486,battery,domestic battery simple,residence,False,True,0433,004,52,08b,1201308,1831305,2023,2023-04-18t16:48:04.000,41.691854786,-87.538601876
13039334,jg219965,2023-04-11t22:20:00.000,006xx e 71st st,1320,criminal damage,to vehicle,street,False,False,0322,003,69,14,1181855,1858086,2023,2023-04-18t16:48:04.000,41.765815474,-87.608995839
13039344,jg219982,2023-04-11t22:20:00.000,006xx e 71st st,1320,criminal damage,to vehicle,street,False,False,0322,003,69,14,1181855,1858086,2023,2023-04-18t16:48:04.000,41.765815474,-87.608995839
13039128,jg219742,2023-04-11t22:04:00.000,014xx w 72nd st,143a,weapons violation,unlawful possession - handgun,sidewalk,True,False,0734,007,67,15,1167654,1856992,2023,2023-04-18t16:48:04.000,41.763129769,-87.661078532
13039299,jg219936,2023-04-11t22:00:00.000,024xx n central ave,0486,battery,domestic battery simple,nursing / retirement home,False,True,2515,025,19,08b,1138633,1915735,2023,2023-04-18t16:48:04.000,41.924902436,-87.766025313
13039456,jg220204,2023-04-11t22:00:00.000,035xx s cottage grove ave,1320,criminal damage,to vehicle,street,False,False,0212,002,36,14,1181368,1881512,2023,2023-04-18t16:48:04.000,41.830109681,-87.610058377
13039312,jg219736,2023-04-11t22:00:00.000,121xx s emerald ave,0486,battery,domestic battery simple,residence,False,True,0523,005,53,08b,1173512,1824429,2023,2023-04-18t16:48:04.000,41.673644634,-87.64056828
13039152,jg219764,2023-04-11t22:00:00.000,039xx s lake shore dr sb,0910,motor vehicle theft,automobile,street,False,False,0212,002,36,07,1183917,1879961,2023,2023-04-18t16:48:04.000,41.825794363,-87.60075472
13042820,jg220250,2023-04-11t22:00:00.000,041xx s michigan ave,0920,motor vehicle theft,attempt - automobile,residence,False,False,0213,002,38,07,1177846,1877547,2023,2023-04-18t16:48:04.000,41.819310043,-87.623100764
13039117,jg219753,2023-04-11t22:00:00.000,001xx s western ave,0460,battery,simple,street,False,False,1223,012,28,08b,1160434,1899193,2023,2023-04-18t16:48:04.000,41.879086132,-87.686376648
13039793,jg220584,2023-04-11t22:00:00.000,061xx n talman ave,1310,criminal damage,to property,residence,False,False,2413,024,2,14,1157552,1940658,2023,2023-04-18t16:48:04.000,41.992928084,-87.695826681
13039501,jg220157,2023-04-11t22:00:00.000,031xx s archer ave,0810,theft,over $500,apartment,False,True,0912,009,59,06,1165626,1883694,2023,2023-04-18t16:48:04.000,41.836446487,-87.667753737
13039944,jg220810,2023-04-11t22:00:00.000,133xx s calumet ave,0810,theft,over $500,residence - garage,False,False,0533,005,54,06,1180828,1816983,2023,2023-04-18t16:48:04.000,41.653047147,-87.614018611
13039220,jg219793,2023-04-11t22:00:00.000,023xx w warren blvd,0560,assault,simple,apartment,True,False,1223,012,28,08a,1160868,1900296,2023,2023-04-18t16:48:04.000,41.882103874,-87.684752469
13042302,jg220951,2023-04-11t22:00:00.000,046xx s mc dowell ave,0810,theft,over $500,street,False,False,0924,009,61,06,1166977,1874096,2023,2023-04-18t16:48:04.000,41.810079735,-87.663071164
13039326,jg219958,2023-04-11t22:00:00.000,074xx s champlain ave,1320,criminal damage,to vehicle,street,False,False,0323,003,69,14,1181850,1855905,2023,2023-04-18t16:48:04.000,41.759830703,-87.609081473
13039556,jg220322,2023-04-11t22:00:00.000,013xx e 49th st,0910,motor vehicle theft,automobile,street,False,False,0222,002,39,07,1186095,1872783,2023,2023-04-18t16:48:04.000,41.80604621,-87.59299116
13039069,jg219729,2023-04-11t21:51:00.000,061xx n lincoln ave,0860,theft,retail theft,small retail store,False,False,1711,017,13,06,1153200,1940700,2023,2023-04-18t16:48:04.000,41.99313112,-87.711833853
13039114,jg219737,2023-04-11t21:50:00.000,0000x n wabash ave,0460,battery,simple,cta train,False,False,0112,001,32,08b,1176805,1900578,2023,2023-04-18t16:48:04.000,41.882532281,-87.626223826
13039142,jg219763,2023-04-11t21:48:00.000,0000x n long ave,3731,interference with public officer,obstructing identification,alley,True,False,1522,015,25,24,1140338,1899826,2023,2023-04-18t16:48:04.000,41.881215152,-87.760150874
13039529,jg220170,2023-04-11t21:45:00.000,026xx w evergreen ave,0560,assault,simple,apartment,False,True,1423,014,24,08a,1158485,1908876,2023,2023-04-18t16:48:04.000,41.905697232,-87.693267817
13040855,jg221850,2023-04-11t21:40:00.000,046xx w irving park rd,0860,theft,retail theft,grocery food store,False,False,1722,017,15,06,1144295,1926174,2023,2023-04-18t16:48:04.000,41.953443342,-87.744957048
13039129,jg219709,2023-04-11t21:40:00.000,063xx s st lawrence ave,051a,assault,aggravated - handgun,street,False,False,0312,003,42,04a,1181324,1863116,2023,2023-04-18t16:48:04.000,41.779630545,-87.61078722
13039108,jg219752,2023-04-11t21:30:00.000,082xx s evans ave,1320,criminal damage,to vehicle,street,False,False,0631,006,44,14,1182659,1850604,2023,2023-04-18t16:48:04.000,41.745265471,-87.606280698
13039153,jg219779,2023-04-11t21:30:00.000,005xx n troy st,1320,criminal damage,to vehicle,alley,False,False,1221,012,23,14,1155281,1903459,2023,2023-04-18t16:48:04.000,41.890897487,-87.705182956
13039736,jg219964,2023-04-11t21:30:00.000,028xx n lincoln ave,0620,burglary,unlawful entry,restaurant,False,False,1932,019,6,05,1167374,1919153,2023,2023-04-18t16:48:04.000,41.933711261,-87.660319255
13039277,jg219882,2023-04-11t21:25:00.000,056xx n christiana ave,0910,motor vehicle theft,automobile,street,False,False,1711,017,13,07,1153027,1937336,2023,2023-04-18t16:48:04.000,41.983903571,-87.712559907
13039094,jg219712,2023-04-11t21:25:00.000,047xx n clarendon ave,0460,battery,simple,hospital building / grounds,False,False,1914,019,3,08b,1170060,1931632,2023,2023-04-18t16:48:04.000,41.967895809,-87.650082791
13039158,jg219726,2023-04-11t21:22:00.000,003xx w illinois st,0486,battery,domestic battery simple,apartment,True,True,1831,018,8,08b,1174024,1903552,2023,2023-04-18t16:48:04.000,41.890755538,-87.636346911
13039080,jg219721,2023-04-11t21:19:00.000,018xx s karlov ave,0420,battery,aggravated - knife / cutting instrument,apartment,False,False,1012,010,29,04b,1149356,1890643,2023,2023-04-18t16:48:04.000,41.855845871,-87.727275004
13039263,jg219931,2023-04-11t21:15:00.000,077xx s essex ave,1320,criminal damage,to vehicle,street,False,False,0421,004,43,14,1194203,1854169,2023,2023-04-18t16:48:04.000,41.754772674,-87.563865462
13039172,jg219743,2023-04-11t21:06:00.000,002xx n leclaire ave,0560,assault,simple,apartment,False,True,1532,015,25,08a,1142337,1901123,2023,2023-04-18t16:48:04.000,41.884737409,-87.75277834
13039102,jg219705,2023-04-11t21:05:00.000,006xx w monroe st,0910,motor vehicle theft,automobile,parking lot / garage (non residential),False,False,0121,001,28,07,1172243,1899816,2023,2023-04-18t16:48:04.000,41.880543228,-87.642997936
13039075,jg219688,2023-04-11t21:03:00.000,044xx n broadway,0860,theft,retail theft,small retail store,True,False,1913,019,3,06,1168469,1929861,2023,2023-04-18t16:48:04.000,41.963070794,-87.655984213
13039066,jg219696,2023-04-11t21:02:00.000,076xx s exchange ave,1330,criminal trespass,to land,gas station,True,False,0421,004,43,26,1195776,1855003,2023,2023-04-18t16:48:04.000,41.75702248,-87.558073456
13051441,jg220447,2023-04-11t21:00:00.000,002xx w 115th st,0560,assault,simple,residence,False,True,0522,005,53,08a,1176535,1828680,2023,2023-04-25t16:45:06.000,41.685242809,-87.629376718
13039412,jg219983,2023-04-11t21:00:00.000,035xx s lake park ave,0810,theft,over $500,street,False,False,0212,002,36,06,1181946,1881746,2023,2023-04-18t16:48:04.000,41.83073842,-87.607930466
13039617,jg220081,2023-04-11t21:00:00.000,085xx w gregory st,1310,criminal damage,to property,residence,False,False,1614,016,76,14,1118422,1935746,2023,2023-04-18t16:48:04.000,41.980158114,-87.83986802
13039742,jg220442,2023-04-11t21:00:00.000,044xx w school st,1320,criminal damage,to vehicle,street,False,False,1731,017,16,14,1146229,1921570,2023,2023-04-18t16:48:04.000,41.940772918,-87.737964981
13040573,jg221481,2023-04-11t21:00:00.000,059xx n talman ave,0810,theft,over $500,street,False,False,2011,020,2,06,1157595,1939271,2023,2023-04-18t16:48:04.000,41.989121219,-87.695706498
13039761,jg220478,2023-04-11t21:00:00.000,102xx s la salle st,0910,motor vehicle theft,automobile,driveway - residential,False,False,0511,005,49,07,1177075,1837088,2023,2023-04-18t16:48:04.000,41.708303454,-87.627147557
13039726,jg220233,2023-04-11t21:00:00.000,078xx s lowe ave,0560,assault,simple,apartment,False,True,0621,006,71,08a,1173326,1852900,2023,2023-04-18t16:48:04.000,41.751777294,-87.64041045
13040912,jg220687,2023-04-11t21:00:00.000,100xx s state st,0820,theft,$500 and under,street,False,False,0511,005,49,06,1178025,1838563,2023,2023-04-18t16:48:04.000,41.712329623,-87.623624095
13039651,jg220381,2023-04-11t21:00:00.000,109xx s vernon ave,1310,criminal damage,to property,apartment,False,False,0513,005,49,14,1181185,1832520,2023,2023-04-18t16:48:04.000,41.695674774,-87.612236647
13039317,jg219948,2023-04-11t21:00:00.000,056xx s narragansett ave,0910,motor vehicle theft,automobile,driveway - residential,False,False,0811,008,56,07,1134677,1866568,2023,2023-04-18t16:48:04.000,41.790051764,-87.781722346
13039675,jg220415,2023-04-11t21:00:00.000,023xx s keeler ave,0910,motor vehicle theft,automobile,street,False,False,1013,010,29,07,1148754,1888078,2023,2023-04-18t16:48:04.000,41.848818826,-87.729550859
13039396,jg220070,2023-04-11t21:00:00.000,074xx s rhodes ave,1320,criminal damage,to vehicle,street,False,False,0323,003,69,14,1181191,1855897,2023,2023-04-18t16:48:04.000,41.759823949,-87.611496928
13039583,jg220266,2023-04-11t21:00:00.000,043xx n cicero ave,1153,deceptive practice,financial identity theft over $ 300,restaurant,False,False,1624,016,15,11,1143589,1928359,2023,2023-04-18t16:48:04.000,41.95945244,-87.747497487
13039050,jg219677,2023-04-11t21:00:00.000,006xx w 46th pl,051a,assault,aggravated - handgun,street,False,False,0925,009,61,04a,1172869,1874060,2023,2023-04-18t16:48:04.000,41.809852815,-87.641461237
13039342,jg219703,2023-04-11t20:54:00.000,078xx s morgan st,0496,battery,aggravated domestic battery - knife / cutting instrument,apartment,False,True,0612,006,71,04b,1171002,1852939,2023,2023-04-18t16:48:04.000,41.751935361,-87.648925684
13039047,jg219668,2023-04-11t20:36:00.000,036xx s archer ave,051a,assault,aggravated - handgun,street,False,False,0912,009,59,04a,1161614,1880357,2023,2023-04-18t16:48:04.000,41.827373751,-87.682568055
13040094,jg220570,2023-04-11t20:35:00.000,0000x n peoria st,0810,theft,over $500,street,False,False,1224,012,28,06,1170411,1900392,2023,2023-04-18t16:48:04.000,41.882164053,-87.649707973
13039026,jg219687,2023-04-11t20:33:00.000,085xx s commercial ave,0497,battery,aggravated domestic battery - other dangerous weapon,restaurant,False,True,0423,004,46,04b,1197630,1848860,2023,2023-04-18t16:48:04.000,41.740119593,-87.551483572
13042442,jg220413,2023-04-11t20:30:00.000,041xx n marine dr,1375,criminal damage,institutional vandalism,school - public building,False,False,1915,019,3,14,1171210,1927608,2023,2023-04-18t16:48:04.000,41.956828595,-87.645973056
13039159,jg219829,2023-04-11t20:30:00.000,0000x e banks st,0870,theft,pocket-picking,apartment,False,False,1824,018,8,06,1176713,1909422,2023,2023-04-18t16:48:04.000,41.906802735,-87.626294031
13040167,jg221033,2023-04-11t20:30:00.000,106xx s bensley ave,0810,theft,over $500,street,False,False,0434,004,51,06,1194553,1834880,2023,2023-04-18t16:48:04.000,41.701833324,-87.563215273
13040778,jg221770,2023-04-11t20:30:00.000,077xx s champlain ave,0910,motor vehicle theft,automobile,street,False,False,0624,006,69,07,1181905,1853863,2023,2023-04-18t16:48:04.000,41.754225969,-87.608942917
13039124,jg219724,2023-04-11t20:30:00.000,087xx s south chicago ave,0420,battery,aggravated - knife / cutting instrument,street,False,False,0423,004,48,04b,1193904,1847624,2023,2023-04-18t16:48:04.000,41.736819983,-87.565175308
13039131,jg219701,2023-04-11t20:30:00.000,070xx s indiana ave,0486,battery,domestic battery simple,apartment,False,True,0322,003,69,08b,1178813,1858329,2023,2023-04-18t16:48:04.000,41.766552048,-87.620138318
13039478,jg220148,2023-04-11t20:30:00.000,011xx s troy st,0820,theft,$500 and under,street,False,False,1134,011,29,06,1155535,1894943,2023,2023-04-18t16:48:04.000,41.86752362,-87.704479296
13039058,jg219665,2023-04-11t20:30:00.000,043xx n elston ave,1811,narcotics,possess - cannabis 30 grams or less,street,True,False,1723,017,16,18,1149106,1928312,2023,2023-04-18t16:48:04.000,41.959218177,-87.727215636
13041009,jg219658,2023-04-11t20:26:00.000,007xx s kenneth ave,0486,battery,domestic battery simple,apartment,False,True,1131,011,26,08b,1146815,1896080,2023,2023-04-18t16:48:04.000,41.870814515,-87.736463072
13039202,jg219674,2023-04-11t20:25:00.000,008xx w 54th st,0454,battery,"aggravated p.o. - hands, fists, feet, no / minor injury",street,True,False,0934,009,61,08b,1171674,1869014,2023,2023-04-18t16:48:04.000,41.796032378,-87.645992307
13039269,jg219745,2023-04-11t20:20:00.000,013xx w 51st st,0910,motor vehicle theft,automobile,street,False,False,0933,009,61,07,1168086,1870940,2023,2023-04-18t16:48:04.000,41.801395514,-87.659094314
13039203,jg219692,2023-04-11t20:20:00.000,131xx s langley ave,0460,battery,simple,sidewalk,False,False,0533,005,54,08b,1183244,1818421,2023,2023-04-18t16:48:04.000,41.656937576,-87.605134262
13039123,jg219720,2023-04-11t20:16:00.000,066xx s halsted st,5131,other offense,violent offender - annual registration,tavern / liquor store,False,False,0723,007,68,26,1172107,1861014,2023,2023-04-18t16:48:04.000,41.774069965,-87.644639452
13038961,jg219654,2023-04-11t20:15:00.000,0000x n mayfield ave,1310,criminal damage,to property,apartment,False,False,1513,015,25,14,1137162,1899699,2023,2023-04-18t16:48:04.000,41.880924262,-87.771816207
13039911,jg219651,2023-04-11t20:14:00.000,007xx n pulaski rd,0460,battery,simple,cta bus stop,False,False,1112,011,23,08b,1149589,1904689,2023,2023-04-18t16:48:04.000,41.894385178,-87.726055001
13039056,jg219661,2023-04-11t20:12:00.000,090xx s union ave,1130,deceptive practice,fraud or confidence game,residence,False,False,2223,022,71,11,1173219,1845161,2023,2023-04-18t16:48:04.000,41.730542823,-87.641030704
13039011,jg219683,2023-04-11t20:12:00.000,006xx s dearborn st,1150,deceptive practice,credit card fraud,restaurant,False,False,0123,001,32,11,1176017,1897531,2023,2023-04-18t16:48:04.000,41.874188914,-87.629209138
13039083,jg219645,2023-04-11t20:09:00.000,075xx s green st,031a,robbery,armed - handgun,street,False,False,0621,006,71,03,1171944,1854818,2023,2023-04-18t16:48:04.000,41.757070962,-87.64541863
13039151,jg219643,2023-04-11t20:05:00.000,020xx e 71st st,041a,battery,aggravated - handgun,cta bus,False,False,0333,003,43,04b,1190964,1858260,2023,2023-04-18t16:48:04.000,41.766077598,-87.575603179
13039033,jg219641,2023-04-11t20:04:00.000,001xx n hamlin blvd,143a,weapons violation,unlawful possession - handgun,sidewalk,True,False,1122,011,27,15,1151041,1900315,2023,2023-04-18t16:48:04.000,41.882354139,-87.720836868
13039034,jg219649,2023-04-11t20:04:00.000,002xx e monroe dr,0312,robbery,armed - knife / cutting instrument,sidewalk,False,False,0114,001,32,03,1178169,1899983,2023,2023-04-18t16:48:04.000,41.880868621,-87.621233382
13039358,jg219979,2023-04-11t20:00:00.000,041xx w 24th pl,0920,motor vehicle theft,attempt - automobile,street,False,False,1013,010,30,07,1148992,1887394,2023,2023-04-18t16:48:04.000,41.846937247,-87.728695045
13041169,jg222193,2023-04-11t20:00:00.000,005xx w belden ave,0917,motor vehicle theft,"cycle, scooter, bike with vin",street,False,False,1812,018,7,07,1172134,1915548,2023,2023-04-18t16:48:04.000,41.923715119,-87.642933274
13039607,jg220372,2023-04-11t20:00:00.000,024xx n lowell ave,0917,motor vehicle theft,"cycle, scooter, bike with vin",street,False,False,2524,025,20,07,1146975,1915904,2023,2023-04-18t16:48:04.000,41.92521065,-87.735368378
13039017,jg219673,2023-04-11t20:00:00.000,006xx s dearborn st,0890,theft,from building,restaurant,False,False,0123,001,32,06,1176017,1897531,2023,2023-04-18t16:48:04.000,41.874188914,-87.629209138
13039067,jg219732,2023-04-11t20:00:00.000,100xx s wentworth ave,0820,theft,$500 and under,residence,False,False,0511,005,49,06,1176712,1838433,2023,2023-04-18t16:48:04.000,41.712002483,-87.628436559
13039765,jg220523,2023-04-11t20:00:00.000,0000x e chestnut st,4387,other offense,violate order of protection,apartment,False,False,1833,018,8,26,1176420,1906333,2023,2023-04-18t16:48:04.000,41.898332998,-87.627463695
13039375,jg220010,2023-04-11t20:00:00.000,085xx s throop st,0910,motor vehicle theft,automobile,street,False,False,0613,006,71,07,1169152,1848085,2023,2023-04-18t16:48:04.000,41.738655498,-87.655845143
13039799,jg220572,2023-04-11t20:00:00.000,013xx w 47th st,0810,theft,over $500,restaurant,False,False,0924,009,61,06,1167974,1873593,2023,2023-04-18t16:48:04.000,41.808678052,-87.659428771
13039695,jg220011,2023-04-11t20:00:00.000,044xx s whipple st,0910,motor vehicle theft,automobile,street,False,False,0922,009,58,07,1156771,1875148,2023,2023-04-18t16:48:04.000,41.813178889,-87.70047718
13040335,jg221163,2023-04-11t20:00:00.000,040xx w potomac ave,1562,sex offense,aggravated criminal sexual abuse,apartment,False,False,2534,025,23,17,1149151,1908356,2023,2023-04-18t16:48:04.000,41.904456299,-87.727568561
13039012,jg219634,2023-04-11t19:56:00.000,024xx w cermak rd,502p,other offense,false / stolen / altered trp,street,True,False,1023,010,31,26,1160539,1889334,2023,2023-04-18t16:48:04.000,41.852029903,-87.686263965
13039146,jg219741,2023-04-11t19:53:00.000,020xx s damen ave,0460,battery,simple,bar or tavern,True,False,1234,012,31,08b,1163354,1890217,2023,2023-04-18t16:48:04.000,41.854394268,-87.675907336
13039000,jg219622,2023-04-11t19:46:00.000,059xx w washington blvd,0460,battery,simple,nursing / retirement home,False,False,1513,015,25,08b,1137026,1900142,2023,2023-04-18t16:48:04.000,41.882142354,-87.772304964
13039002,jg219637,2023-04-11t19:46:00.000,026xx w 23rd st,0560,assault,simple,street,True,False,1034,010,30,08a,1159225,1888635,2023,2023-04-18t16:48:04.000,41.850138842,-87.6911059
13039847,jg220579,2023-04-11t19:45:00.000,015xx n lorel ave,2870,public peace violation,peeping tom,apartment,False,False,2532,025,25,24,1140406,1909769,2023,2023-04-18t16:48:04.000,41.9084987,-87.759657059
13039107,jg219626,2023-04-11t19:45:00.000,020xx s clark st,143a,weapons violation,unlawful possession - handgun,street,True,False,0131,001,34,15,1175819,1890450,2023,2023-04-18t16:48:04.000,41.854762636,-87.630149043
13039010,jg219617,2023-04-11t19:44:00.000,043xx s hermitage ave,5002,other offense,other vehicle offense,apartment,False,False,0924,009,61,26,1165406,1875869,2023,2023-04-18t16:48:04.000,41.814978525,-87.668783095
13039048,jg219642,2023-04-11t19:43:00.000,093xx s wallace st,0530,assault,aggravated - other dangerous weapon,street,False,False,2223,022,73,04a,1173944,1842951,2023,2023-04-18t16:48:04.000,41.724462249,-87.638440155
13039262,jg219897,2023-04-11t19:40:00.000,013xx w addison st,0910,motor vehicle theft,automobile,street,False,False,1923,019,6,07,1166788,1924026,2023,2023-04-18t16:48:04.000,41.947095612,-87.662332592
13041991,jg222301,2023-04-11t19:40:00.000,033xx w eastwood ave,0560,assault,simple,residence - garage,False,False,1713,017,14,08a,1153203,1930650,2023,2023-04-18t16:48:04.000,41.965553292,-87.71209093
13039003,jg219655,2023-04-11t19:37:00.000,008xx e 79th st,502r,other offense,vehicle title / registration offense,gas station,False,False,0624,006,69,26,1183364,1852811,2023,2023-04-18t16:48:04.000,41.751305337,-87.603628907
13044146,jg219607,2023-04-11t19:35:00.000,013xx n ashland ave,0910,motor vehicle theft,automobile,street,False,False,1433,014,24,07,1165480,1909073,2023,2023-04-18t16:48:04.000,41.906091714,-87.667567178
13038898,jg219604,2023-04-11t19:35:00.000,026xx n greenview ave,0460,battery,simple,sidewalk,False,False,1932,019,7,08b,1165964,1918075,2023,2023-04-18t16:48:04.000,41.930783427,-87.665531778
13039170,jg219646,2023-04-11t19:30:00.000,009xx n avers ave,0486,battery,domestic battery simple,residence,False,True,1112,011,23,08b,1150546,1906088,2023,2023-04-18t16:48:04.000,41.898205536,-87.72250362
13039022,jg219632,2023-04-11t19:30:00.000,084xx s buffalo ave,0498,battery,"agg. domestic battery - hands, fists, feet, serious injury",apartment,False,True,0424,004,46,04b,1199605,1849696,2023,2023-04-18t16:48:04.000,41.74236417,-87.544219507
13039072,jg219647,2023-04-11t19:30:00.000,082xx s eberhart ave,0486,battery,domestic battery simple,apartment,False,True,0631,006,44,08b,1181007,1850506,2023,2023-04-18t16:48:04.000,41.745034691,-87.612336855
13039372,jg220032,2023-04-11t19:30:00.000,045xx s sacramento ave,1320,criminal damage,to vehicle,street,False,False,0922,009,58,14,1157129,1874354,2023,2023-04-18t16:48:04.000,41.810992807,-87.699185503
13039411,jg220102,2023-04-11t19:30:00.000,074xx s rhodes ave,1320,criminal damage,to vehicle,street,False,False,0323,003,69,14,1181191,1855884,2023,2023-04-18t16:48:04.000,41.759788276,-87.611497328
13039089,jg219693,2023-04-11t19:30:00.000,105xx s aberdeen st,1320,criminal damage,to vehicle,street,False,False,2232,022,73,14,1171007,1835003,2023,2023-04-18t16:48:04.000,41.702716303,-87.649429569
13038927,jg219631,2023-04-11t19:30:00.000,031xx w foster ave,0560,assault,simple,restaurant,False,False,1712,017,13,08a,1154294,1934375,2023,2023-04-18t16:48:04.000,41.975753134,-87.707979566
13039846,jg219624,2023-04-11t19:18:00.000,060xx n lincoln ave,0810,theft,over $500,department store,False,False,2413,024,2,06,1154307,1939798,2023,2023-04-18t16:48:04.000,41.99063387,-87.707786112
13039103,jg219581,2023-04-11t19:16:00.000,011xx e 49th st,1310,criminal damage,to property,residence,False,True,0222,002,39,14,1184737,1872751,2023,2023-04-18t16:48:04.000,41.805990392,-87.597972741
13039105,jg219629,2023-04-11t19:12:00.000,039xx n elston ave,5011,other offense,license violation,commercial / business office,False,False,1732,017,16,26,1151525,1926124,2023,2023-04-18t16:48:04.000,41.953166854,-87.718380036
