id,case_number,date,block,iucr,primary_type,description,location_description,arrest,domestic,beat,district,community_area,fbi_code,x_coordinate,y_coordinate,year,updated_on,latitude,longitude,crime_rating
13043237,jg224766,2023-04-15t17:00:00.000,052xx s moody ave,0560,assault,simple,alley,False,False,811,8,56,08a,1136259.0,1869193.0,2023,2023-04-22t16:48:43.000,41.797227229,-87.775859049,5
13052033,jg226628,2023-04-15t17:00:00.000,057xx s peoria st,0560,assault,simple,apartment,False,False,712,7,68,08a,1171286.0,1866850.0,2023,2023-04-26t16:50:51.000,41.790102627,-87.647478433,5
13043302,jg224779,2023-04-15t17:00:00.000,0000x e grand ave,0860,theft,retail theft,small retail store,True,False,1834,18,8,06,1176796.0,1903917.0,2023,2023-04-22t16:48:43.000,41.891694878,-87.626155832,4
13043510,jg224814,2023-04-15t17:00:00.000,033xx w douglas blvd,0560,assault,simple,street,False,True,1021,10,29,08a,1154157.0,1893254.0,2023,2023-04-22t16:48:43.000,41.862916408,-87.709583233,5
13043578,jg225177,2023-04-15t17:00:00.000,021xx w erie st,0910,motor vehicle theft,automobile,street,False,False,1221,12,24,07,1162115.0,1904323.0,2023,2023-04-22t16:48:43.000,41.893128346,-87.680060918,4
13044004,jg225693,2023-04-15t17:00:00.000,014xx s ashland ave,0495,battery,aggravated of a senior citizen,apartment,False,True,1233,12,28,04b,1165961.0,1893018.0,2023,2023-04-22t16:48:43.000,41.862025293,-87.666258728,5
13047087,jg228038,2023-04-15t17:00:00.000,063xx s bishop st,0910,motor vehicle theft,automobile,vehicle non-commercial,False,False,725,7,67,07,1167755.0,1862640.0,2023,2023-04-22t16:48:43.000,41.778626441,-87.660546413,4
13043530,jg224775,2023-04-15t17:00:00.000,007xx e 88th st,0560,assault,simple,street,False,False,632,6,44,08a,1182753.0,1846794.0,2023,2023-04-22t16:48:43.000,41.734808226,-87.606054251,5
13043672,jg224780,2023-04-15t17:00:00.000,0000x e grand ave,0860,theft,retail theft,small retail store,False,False,1834,18,8,06,1176796.0,1903917.0,2023,2023-04-22t16:48:43.000,41.891694878,-87.626155832,4
13043924,jg225589,2023-04-15t17:00:00.000,012xx n la salle dr,0820,theft,$500 and under,residence,False,False,1821,18,8,06,1174908.0,1908624.0,2023,2023-04-22t16:48:43.000,41.904653619,-87.6329484,4
13043509,jg224801,2023-04-15t16:59:00.000,002xx w 95th st,0520,assault,aggravated - knife / cutting instrument,sidewalk,False,False,634,6,49,04a,1176426.0,1841946.0,2023,2023-04-22t16:48:43.000,41.721649055,-87.629378772,5
13043511,jg224783,2023-04-15t16:58:00.000,019xx w berwyn ave,0520,assault,aggravated - knife / cutting instrument,street,True,False,2012,20,4,04a,1162747.0,1935217.0,2023,2023-04-22t16:48:43.000,41.977890078,-87.676871012,5
13043271,jg224768,2023-04-15t16:55:00.000,024xx s sacramento ave,0910,motor vehicle theft,automobile,alley,False,False,1033,10,30,07,1156744.0,1887747.0,2023,2023-04-22t16:48:43.000,41.847752625,-87.700235638,4
13043455,jg224888,2023-04-15t16:48:00.000,016xx w farragut ave,1310,criminal damage,to property,residence - yard (front / back),False,False,2012,20,77,14,1164473.0,1934932.0,2023,2023-04-22t16:48:43.000,41.977071556,-87.670531782,5
13043817,jg225426,2023-04-15t16:45:00.000,048xx s michigan ave,031a,robbery,armed - handgun,street,False,False,224,2,38,03,1177972.0,1873066.0,2023,2023-04-22t16:48:43.000,41.807010932,-87.622774469,4
13043348,jg224799,2023-04-15t16:45:00.000,042xx n central ave,0560,assault,simple,other (specify),False,False,1624,16,15,08a,1138244.0,1927813.0,2023,2023-04-22t16:48:43.000,41.958052756,-87.767161572,5
13044934,jg226854,2023-04-15t16:40:00.000,057xx s elizabeth st,2825,other offense,harassment by telephone,residence,False,True,713,7,67,26,1168970.0,1866699.0,2023,2023-04-22t16:48:43.000,41.789738652,-87.655974916,3
13043255,jg224760,2023-04-15t16:30:00.000,013xx s millard ave,0520,assault,aggravated - knife / cutting instrument,apartment,False,True,1011,10,29,04a,1152252.0,1893610.0,2023,2023-04-22t16:48:43.000,41.86393108,-87.716566947,5
13043241,jg224746,2023-04-15t16:30:00.000,021xx n mango ave,0486,battery,domestic battery simple,residence - garage,False,True,2515,25,19,08b,1137722.0,1913348.0,2023,2023-04-22t16:48:43.000,41.918368729,-87.769430465,5
13043444,jg224874,2023-04-15t16:29:00.000,086xx s state st,0560,assault,simple,gas station,False,False,632,6,44,08a,1177802.0,1847510.0,2023,2023-04-22t16:48:43.000,41.736886394,-87.624170849,5
13044078,jg225680,2023-04-15t16:20:00.000,051xx s sawyer ave,0620,burglary,unlawful entry,residence,False,True,822,8,63,05,1155583.0,1870313.0,2023,2023-04-22t16:48:43.000,41.799934918,-87.704964513,4
13043265,jg224809,2023-04-15t16:15:00.000,033xx s giles ave,0910,motor vehicle theft,automobile,street,False,False,211,2,35,07,1178813.0,1882875.0,2023,2023-04-22t16:48:43.000,41.833908502,-87.619391039,4
13043232,jg224734,2023-04-15t16:10:00.000,005xx n la salle dr,0460,battery,simple,commercial / business office,False,False,1831,18,8,08b,1175051.0,1903717.0,2023,2023-04-22t16:48:43.000,41.891185353,-87.632570352,5
13043384,jg224742,2023-04-15t16:10:00.000,006xx e 71st st,143a,weapons violation,unlawful possession - handgun,sidewalk,True,False,323,3,69,15,1182057.0,1858093.0,2023,2023-04-22t16:48:43.000,41.765830013,-87.608255232,5
13043469,jg224757,2023-04-15t16:10:00.000,036xx w douglas blvd,0320,robbery,strong arm - no weapon,alley,False,False,1011,10,29,03,1152170.0,1893209.0,2023,2023-04-22t16:48:43.000,41.862832306,-87.716878538,4
13045779,jg227755,2023-04-15t16:00:00.000,0000x w terminal st,0810,theft,over $500,airport terminal lower level - non-secure area,False,False,1653,16,76,06,1101811.0,1934419.0,2023,2023-04-22t16:48:43.000,41.976762981,-87.900983721,4
13045133,jg225907,2023-04-15t16:00:00.000,016xx w thome ave,2826,other offense,harassment by electronic means,residence,False,False,2433,24,77,26,1164372.0,1941699.0,2023,2023-04-22t16:48:43.000,41.995642558,-87.670710672,3
13044992,jg226823,2023-04-15t16:00:00.000,020xx n racine ave,1310,criminal damage,to property,commercial / business office,False,False,1811,18,7,14,1167985.0,1913610.0,2023,2023-04-22t16:48:43.000,41.918487792,-87.658234248,5
13045486,jg227002,2023-04-15t16:00:00.000,022xx w addison st,0810,theft,over $500,alley,False,False,1921,19,5,06,,,2023,2023-04-22t16:48:43.000,,,4
13043557,jg224862,2023-04-15t16:00:00.000,126xx s yale ave,4386,other offense,violation of civil no contact order,residence,False,False,523,5,53,26,1176911.0,1821170.0,2023,2023-04-22t16:48:43.000,41.664625759,-87.628225249,4
13053790,jg236222,2023-04-15t16:00:00.000,060xx s washtenaw ave,1780,offense involving children,other offense,residence,False,False,825,8,66,20,,,2023,2023-04-26t16:53:52.000,,,5
13044513,jg226257,2023-04-15t16:00:00.000,006xx n michigan ave,0870,theft,pocket-picking,small retail store,False,False,1834,18,8,06,1177314.0,1904704.0,2023,2023-04-22t16:48:43.000,41.893842714,-87.62422959,4
13045029,jg226833,2023-04-15t16:00:00.000,084xx s vincennes ave,0486,battery,domestic battery simple,apartment,False,True,622,6,71,08b,1173641.0,1848645.0,2023,2023-04-22t16:48:43.000,41.74009406,-87.639381874,5
13045224,jg227292,2023-04-15t16:00:00.000,040xx n lowell ave,0850,theft,attempt theft,street,False,False,1722,17,16,06,1146507.0,1926419.0,2023,2023-04-22t16:48:43.000,41.954073681,-87.736819187,4
13044850,jg226751,2023-04-15t16:00:00.000,074xx n harlem ave,1310,criminal damage,to property,commercial / business office,False,False,1611,16,9,14,1127391.0,1948906.0,2023,2023-04-22t16:48:43.000,42.016123854,-87.806584904,5
13048243,jg226702,2023-04-15t16:00:00.000,028xx w congress pkwy,0810,theft,over $500,street,False,False,1135,11,27,06,1157460.0,1897643.0,2023,2023-04-22t16:48:43.000,41.874893779,-87.697338847,4
13043256,jg224730,2023-04-15t15:58:00.000,015xx s avers ave,0560,assault,simple,street,False,False,1014,10,29,08a,1150963.0,1892180.0,2023,2023-04-22t16:48:43.000,41.860032306,-87.721336263,5
13043525,jg224837,2023-04-15t15:51:00.000,073xx s dr martin luther king jr dr,143a,weapons violation,unlawful possession - handgun,alley,True,False,323,3,69,15,1180178.0,1856483.0,2023,2023-04-22t16:48:43.000,41.761455262,-87.615191607,5
13043387,jg224727,2023-04-15t15:49:00.000,0000x w hubbard st,1330,criminal trespass,to land,hotel / motel,False,False,1831,18,8,26,1176085.0,1903313.0,2023,2023-04-22t16:48:43.000,41.89005352,-87.628785195,5
13043243,jg224688,2023-04-15t15:48:00.000,049xx w north ave,0860,theft,retail theft,department store,False,False,2533,25,25,06,1142988.0,1910178.0,2023,2023-04-22t16:48:43.000,41.909573262,-87.750161722,4
13043334,jg224745,2023-04-15t15:46:00.000,076xx s marshfield ave,1780,offense involving children,other offense,residence - porch / hallway,False,True,611,6,71,20,1166667.0,1854133.0,2023,2023-04-22t16:48:43.000,41.755305393,-87.664777512,5
13043423,jg224597,2023-04-15t15:45:00.000,054xx n christiana ave,0650,burglary,home invasion,apartment,False,False,1712,17,13,05,1153073.0,1935873.0,2023,2023-04-22t16:48:43.000,41.979888103,-87.71242973,4
13043802,jg225427,2023-04-15t15:30:00.000,020xx s michigan ave,0890,theft,from building,apartment,False,False,132,1,33,06,1177528.0,1890620.0,2023,2023-04-22t16:48:43.000,41.855190551,-87.623871195,4
13044991,jg226873,2023-04-15t15:30:00.000,034xx w 21st st,0486,battery,domestic battery simple,apartment,False,True,1024,10,29,08b,1153634.0,1889839.0,2023,2023-04-22t16:48:43.000,41.853555668,-87.711593901,5
13043242,jg224667,2023-04-15t15:30:00.000,061xx s massasoit ave,0460,battery,simple,sidewalk,False,False,812,8,64,08b,1139126.0,1863171.0,2023,2023-04-22t16:48:43.000,41.780650308,-87.765491029,5
13044798,jg226531,2023-04-15t15:30:00.000,048xx n marine dr,0610,burglary,forcible entry,construction site,False,False,2024,20,3,05,1170072.0,1932559.0,2023,2023-04-22t16:48:43.000,41.97043926,-87.650011483,4
13044384,jg224913,2023-04-15t15:30:00.000,053xx w crystal st,0930,motor vehicle theft,theft / recovery - automobile,parking lot / garage (non residential),False,False,2532,25,25,07,1140551.0,1907810.0,2023,2023-04-22t16:48:43.000,41.903120315,-87.759172561,4
13043228,jg224653,2023-04-15t15:30:00.000,048xx n pulaski rd,1330,criminal trespass,to land,commercial / business office,True,False,1712,17,14,26,1148852.0,1931927.0,2023,2023-04-22t16:48:43.000,41.969142924,-87.72805557,5
13043752,jg224660,2023-04-15t15:25:00.000,133xx s corliss ave,0420,battery,aggravated - knife / cutting instrument,residence,False,False,533,5,54,04b,1184094.0,1817202.0,2023,2023-04-22t16:48:43.000,41.65357271,-87.602061854,5
13045083,jg226635,2023-04-15t15:25:00.000,133xx s corliss ave,051a,assault,aggravated - handgun,cha apartment,False,False,533,5,54,04a,1184094.0,1817202.0,2023,2023-04-22t16:48:43.000,41.65357271,-87.602061854,5
13043307,jg224748,2023-04-15t15:24:00.000,084xx s vernon ave,1310,criminal damage,to property,residence,False,False,632,6,44,14,1180830.0,1849052.0,2023,2023-04-22t16:48:43.000,41.741048817,-87.613029999,5
13044385,jg224632,2023-04-15t15:23:00.000,012xx e 72nd st,0430,battery,aggravated - other dangerous weapon,sidewalk,False,False,324,3,69,04b,1185606.0,1857516.0,2023,2023-04-22t16:48:43.000,41.764163839,-87.595265254,5
13043254,jg224654,2023-04-15t15:20:00.000,030xx s kedzie ave,2851,public peace violation,arson threat,commercial / business office,False,False,1033,10,30,24,1155512.0,1884264.0,2023,2023-04-22t16:48:43.000,41.838219696,-87.704850674,2
13045494,jg226980,2023-04-15t15:15:00.000,028xx n burling st,0810,theft,over $500,alley,False,False,1934,19,6,06,1170810.0,1919094.0,2023,2023-04-22t16:48:43.000,41.933474653,-87.647693928,4
13043233,jg224669,2023-04-15t15:10:00.000,079xx s dr martin luther king jr dr,0460,battery,simple,small retail store,False,False,623,6,44,08b,1180275.0,1852549.0,2023,2023-04-22t16:48:43.000,41.750657714,-87.614956494,5
13043207,jg224610,2023-04-15t15:10:00.000,082xx s ellis ave,1310,criminal damage,to property,apartment,False,True,631,6,44,14,1184328.0,1850638.0,2023,2023-04-22t16:48:43.000,41.74531991,-87.600164211,5
13043188,jg224620,2023-04-15t15:10:00.000,006xx w montrose dr,0810,theft,over $500,parking lot / garage (non residential),False,False,1914,19,3,06,1171219.0,1929506.0,2023,2023-04-22t16:48:43.000,41.962036566,-87.645883993,4
13043349,jg224787,2023-04-15t15:06:00.000,020xx n oakley ave,1320,criminal damage,to vehicle,street,False,False,1432,14,22,14,1160712.0,1913305.0,2023,2023-04-22t16:48:43.000,41.917804849,-87.68496428,5
13043381,jg224638,2023-04-15t15:05:00.000,034xx w addison st,1310,criminal damage,to property,convenience store,False,False,1732,17,21,14,1152941.0,1923727.0,2023,2023-04-22t16:48:43.000,41.946561316,-87.713238439,5
13045472,jg226974,2023-04-15t15:05:00.000,010xx w 14th pl,0820,theft,$500 and under,residence,False,False,1232,12,28,06,1169791.0,1893234.0,2023,2023-04-22t16:48:43.000,41.862535492,-87.652193172,4
13044455,jg225898,2023-04-15t15:05:00.000,029xx n sheridan rd,0890,theft,from building,apartment,False,False,1934,19,6,06,1173066.0,1919725.0,2023,2023-04-22t16:48:43.000,41.935156334,-87.639384562,4
13043279,jg224832,2023-04-15t15:04:00.000,002xx s dearborn st,0870,theft,pocket-picking,restaurant,False,False,113,1,32,06,1175971.0,1899186.0,2023,2023-04-22t16:48:43.000,41.878731368,-87.629328186,4
13043203,jg224655,2023-04-15t15:02:00.000,019xx n kilbourn ave,0486,battery,domestic battery simple,residence,False,True,2533,25,20,08b,1146074.0,1912678.0,2023,2023-04-22t16:48:43.000,41.916375383,-87.738761294,5
13043186,jg224624,2023-04-15t15:00:00.000,006xx e grand ave,0810,theft,over $500,sidewalk,False,False,1834,18,8,06,1180796.0,1904058.0,2023,2023-04-22t16:48:43.000,41.891990384,-87.611461502,4
13043949,jg225481,2023-04-15t15:00:00.000,018xx n hermitage ave,1320,criminal damage,to vehicle,street,False,False,1433,14,22,14,1164393.0,1912307.0,2023,2023-04-22t16:48:43.000,41.91498911,-87.671468452,5
13043187,jg224596,2023-04-15t15:00:00.000,019xx w 23rd st,2825,other offense,harassment by telephone,residence,False,False,1034,10,31,26,1163942.0,1888763.0,2023,2023-04-22t16:48:43.000,41.850391977,-87.673790129,3
13044095,jg225752,2023-04-15t15:00:00.000,020xx w erie st,0910,motor vehicle theft,automobile,street,False,False,1221,12,24,07,1162748.0,1904340.0,2023,2023-04-22t16:48:43.000,41.893161747,-87.67773567,4
13043834,jg225453,2023-04-15t15:00:00.000,088xx s eggleston ave,1320,criminal damage,to vehicle,street,False,False,2223,22,71,14,1174848.0,1846249.0,2023,2023-04-22t16:48:43.000,41.73349233,-87.635030825,5
13044726,jg226516,2023-04-15t15:00:00.000,001xx n damen ave,1310,criminal damage,to property,construction site,False,False,1223,12,28,14,1163048.0,1901170.0,2023,2023-04-22t16:48:43.000,41.884456714,-87.67672297,5
13043344,jg224838,2023-04-15t15:00:00.000,006xx e grand ave,0810,theft,over $500,sidewalk,False,False,1834,18,8,06,1180796.0,1904058.0,2023,2023-04-22t16:48:43.000,41.891990384,-87.611461502,4
13045039,jg226953,2023-04-15t15:00:00.000,077xx s seeley ave,0810,theft,over $500,residence,False,False,611,6,71,06,1164039.0,1853312.0,2023,2023-04-22t16:48:43.000,41.753108088,-87.674431521,4
13046605,jg228453,2023-04-15t15:00:00.000,131xx s st lawrence ave,0820,theft,$500 and under,street,False,False,533,5,54,06,1182581.0,1818266.0,2023,2023-04-22t16:48:43.000,41.656527577,-87.607565034,4
13043191,jg224623,2023-04-15t15:00:00.000,003xx e 31st st,0820,theft,$500 and under,parking lot / garage (non residential),False,False,211,2,35,06,1179359.0,1884524.0,2023,2023-04-22t16:48:43.000,41.838421007,-87.617337227,4
13045032,jg226836,2023-04-15t15:00:00.000,072xx s woodlawn ave,0460,battery,simple,street,False,False,324,3,69,08b,1185461.0,1857430.0,2023,2023-04-22t16:48:43.000,41.76393126,-87.59579941,5
13044215,jg225926,2023-04-15t15:00:00.000,009xx w cullerton st,0930,motor vehicle theft,theft / recovery - automobile,street,False,False,1235,12,31,07,1170138.0,1890592.0,2023,2023-04-22t16:48:43.000,41.855278069,-87.650996461,4
13044314,jg226054,2023-04-15t15:00:00.000,065xx s ross ave,0460,battery,simple,apartment,False,False,722,7,68,08b,1175996.0,1861634.0,2023,2023-04-22t16:48:43.000,41.775684968,-87.630364614,5
13043498,jg225024,2023-04-15t15:00:00.000,003xx s oakley blvd,1310,criminal damage,to property,apartment,False,False,1225,12,28,14,1161128.0,1898412.0,2023,2023-04-22t16:48:43.000,41.876928613,-87.683850103,5
13043178,jg224608,2023-04-15t14:59:00.000,118xx s princeton ave,0486,battery,domestic battery simple,residence,False,True,522,5,53,08b,1176411.0,1826422.0,2023,2023-04-22t16:48:43.000,41.679049291,-87.62989814,5
13045156,jg227086,2023-04-15t14:53:00.000,052xx n oakview ave,1152,deceptive practice,illegal use cash card,apartment,False,False,1614,16,76,11,1117315.0,1933602.0,2023,2023-04-22t16:48:43.000,41.974292151,-87.843984306,4
13045488,jg227368,2023-04-15t14:51:00.000,003xx w chicago ave,0860,theft,retail theft,drug store,False,False,1831,18,8,06,1174001.0,1905669.0,2023,2023-04-22t16:48:43.000,41.896565217,-87.636368223,4
13043327,jg224665,2023-04-15t14:49:00.000,067xx s jeffery blvd,0560,assault,simple,gas station,False,False,332,3,43,08a,1190703.0,1860780.0,2023,2023-04-22t16:48:43.000,41.772998982,-87.576478539,5
13043340,jg224739,2023-04-15t14:49:00.000,018xx s loomis st,2820,other offense,telephone threat,apartment,False,False,1233,12,31,08a,1167331.0,1891060.0,2023,2023-04-22t16:48:43.000,41.856623051,-87.661285949,3
13043196,jg224616,2023-04-15t14:45:00.000,028xx w 83rd st,3970,intimidation,extortion,residence,False,False,835,8,70,26,1158989.0,1849462.0,2023,2023-04-22t16:48:43.000,41.742647722,-87.693042931,1
13043856,jg225501,2023-04-15t14:41:00.000,048xx n broadway,2826,other offense,harassment by electronic means,apartment,False,False,2033,20,3,26,1167433.0,1932608.0,2023,2023-04-22t16:48:43.000,41.970631066,-87.659713788,3
13048809,jg231469,2023-04-15t14:34:00.000,082xx s evans ave,0890,theft,from building,apartment,False,False,631,6,44,06,1182662.0,1850475.0,2023,2023-04-22t16:48:43.000,41.744911411,-87.6062737,4
13043402,jg224755,2023-04-15t14:30:00.000,0000x e lake st,0870,theft,pocket-picking,restaurant,False,False,111,1,32,06,1176970.0,1901745.0,2023,2023-04-22t16:48:43.000,41.88573086,-87.625582609,4
13043234,jg224612,2023-04-15t14:30:00.000,056xx w roosevelt rd,0890,theft,from building,commercial / business office,False,False,1513,15,25,06,1138774.0,1894115.0,2023,2023-04-22t16:48:43.000,41.865571921,-87.766032483,4
13043893,jg224672,2023-04-15t14:30:00.000,0000x w 112th pl,0486,battery,domestic battery simple,residence,False,True,522,5,49,08b,1177931.0,1830372.0,2023,2023-04-22t16:48:43.000,41.689854491,-87.624215343,5
13043192,jg224692,2023-04-15t14:30:00.000,054xx n east river rd,0890,theft,from building,residence,False,False,1614,16,76,06,1116632.0,1934851.0,2023,2023-04-22t16:48:43.000,41.977730236,-87.846469859,4
13043248,jg224652,2023-04-15t14:30:00.000,0000x e chestnut st,1330,criminal trespass,to land,hotel / motel,True,False,1833,18,8,26,1176408.0,1906333.0,2023,2023-04-22t16:48:43.000,41.898333269,-87.62750777,5
13043212,jg224617,2023-04-15t14:30:00.000,001xx w 51st st,502p,other offense,false / stolen / altered trp,street,True,False,224,2,37,26,1175937.0,1871165.0,2023,2023-04-22t16:48:43.000,41.801840334,-87.630295194,4
13045551,jg227252,2023-04-15t14:30:00.000,029xx w washington blvd,0460,battery,simple,street,False,False,1222,12,27,08b,1156848.0,1900543.0,2023,2023-04-22t16:48:43.000,41.882864085,-87.699507229,5
13044448,jg226114,2023-04-15t14:30:00.000,0000x s wabash ave,1150,deceptive practice,credit card fraud,restaurant,False,False,112,1,32,11,1176815.0,1900232.0,2023,2023-04-22t16:48:43.000,41.881582612,-87.626197575,4
13043148,jg224595,2023-04-15t14:30:00.000,035xx s lake park ave,1320,criminal damage,to vehicle,street,False,False,212,2,36,14,1181946.0,1881746.0,2023,2023-04-22t16:48:43.000,41.83073842,-87.607930466,5
13043177,jg224602,2023-04-15t14:30:00.000,054xx s kedzie ave,0860,theft,retail theft,small retail store,False,False,822,8,63,06,1155977.0,1868201.0,2023,2023-04-22t16:48:43.000,41.794131382,-87.703576333,4
13053664,jg236968,2023-04-15t14:25:00.000,016xx n milwaukee ave,1153,deceptive practice,financial identity theft over $ 300,,False,False,1434,14,24,11,,,2023,2023-04-26t16:53:52.000,,,4
13048710,jg231216,2023-04-15t14:25:00.000,015xx n clybourn ave,0860,theft,retail theft,department store,False,False,1822,18,8,06,1170999.0,1910282.0,2023,2023-04-22t16:48:43.000,41.909289945,-87.647258453,4
13043288,jg224699,2023-04-15t14:25:00.000,038xx w roosevelt rd,0460,battery,simple,restaurant,False,False,1133,11,29,08b,1151132.0,1894441.0,2023,2023-04-22t16:48:43.000,41.866233446,-87.720656676,5
13043841,jg224568,2023-04-15t14:24:00.000,072xx s sangamon st,1310,criminal damage,to property,street,False,True,733,7,68,14,1171226.0,1856906.0,2023,2023-04-22t16:48:43.000,41.762816424,-87.647989016,5
13043420,jg224639,2023-04-15t14:19:00.000,019xx s spaulding ave,1750,offense involving children,child abuse,apartment,False,True,1022,10,29,08b,1154671.0,1890278.0,2023,2023-04-22t16:48:43.000,41.854739667,-87.707775978,5
13043179,jg224570,2023-04-15t14:16:00.000,085xx s buffalo ave,1310,criminal damage,to property,street,False,False,424,4,46,14,1199621.0,1849053.0,2023,2023-04-22t16:48:43.000,41.74059933,-87.544182489,5
13043413,jg224619,2023-04-15t14:15:00.000,001xx w ontario st,0880,theft,purse-snatching,restaurant,False,False,1832,18,8,06,1175327.0,1904462.0,2023,2023-04-22t16:48:43.000,41.893223483,-87.63153437,4
13045160,jg226922,2023-04-15t14:06:00.000,009xx s independence blvd,1153,deceptive practice,financial identity theft over $ 300,apartment,False,False,1133,11,29,11,1151402.0,1895651.0,2023,2023-04-22t16:48:43.000,41.869548532,-87.719633719,4
13043496,jg225042,2023-04-15t14:00:00.000,069xx s dr martin luther king jr dr,0460,battery,simple,street,False,False,322,3,69,08b,1180114.0,1859190.0,2023,2023-04-22t16:48:43.000,41.76888502,-87.615343355,5
13043229,jg224735,2023-04-15t14:00:00.000,042xx s ellis ave,0910,motor vehicle theft,automobile,street,False,False,214,2,36,07,1183637.0,1877016.0,2023,2023-04-22t16:48:43.000,41.817719625,-87.601873941,4
13048528,jg231060,2023-04-15t14:00:00.000,077xx s phillips ave,0810,theft,over $500,street,False,False,421,4,43,06,1193871.0,1854214.0,2023,2023-04-22t16:48:43.000,41.754904299,-87.565080649,4
13044719,jg226510,2023-04-15t14:00:00.000,036xx s lake park ave,1320,criminal damage,to vehicle,street,False,False,212,2,36,14,1182258.0,1881215.0,2023,2023-04-22t16:48:43.000,41.829274084,-87.606802214,5
13043480,jg224643,2023-04-15t14:00:00.000,026xx e 79th st,0650,burglary,home invasion,residence,False,True,422,4,46,05,1195138.0,1853097.0,2023,2023-04-22t16:48:43.000,41.751808025,-87.560474321,4
13045181,jg227194,2023-04-15t14:00:00.000,044xx s kedvale ave,0930,motor vehicle theft,theft / recovery - automobile,street,False,False,815,8,57,07,1149422.0,1874945.0,2023,2023-04-22t16:48:43.000,41.812767178,-87.727439169,4
13048713,jg231022,2023-04-15t14:00:00.000,100xx s peoria st,0890,theft,from building,residence - porch / hallway,False,False,2232,22,73,06,1172086.0,1838206.0,2023,2023-04-22t16:48:43.000,41.711482235,-87.645384848,4
13044971,jg226498,2023-04-15t14:00:00.000,017xx w harrison st,0620,burglary,unlawful entry,hospital building / grounds,False,False,1231,12,28,05,1164672.0,1897413.0,2023,2023-04-22t16:48:43.000,41.874112944,-87.670865933,4
13044232,jg225783,2023-04-15t14:00:00.000,050xx s drexel blvd,0620,burglary,unlawful entry,apartment,False,False,222,2,39,05,1183163.0,1871886.0,2023,2023-04-22t16:48:43.000,41.803653573,-87.603772447,4
13045512,jg227376,2023-04-15t14:00:00.000,031xx w roosevelt rd,0810,theft,over $500,small retail store,False,False,1022,10,29,06,1155729.0,1894544.0,2023,2023-04-22t16:48:43.000,41.86642482,-87.70377783,4
13043139,jg224582,2023-04-15t14:00:00.000,021xx n central park ave,0560,assault,simple,apartment,False,False,1413,14,22,08a,1152031.0,1913904.0,2023,2023-04-22t16:48:43.000,41.919624223,-87.71684297,5
13046672,jg228807,2023-04-15t13:57:00.000,050xx w augusta blvd,4387,other offense,violate order of protection,apartment,False,True,1531,15,25,26,1142365.0,1906181.0,2023,2023-04-22t16:48:43.000,41.898616643,-87.752549797,4
13043200,jg224605,2023-04-15t13:56:00.000,038xx w le moyne st,0560,assault,simple,sidewalk,True,False,2535,25,23,08a,1150346.0,1909695.0,2023,2023-04-22t16:48:43.000,41.908107406,-87.723143974,5
13045424,jg227444,2023-04-15t13:55:00.000,019xx w foster ave,1153,deceptive practice,financial identity theft over $ 300,apartment,False,False,2032,20,4,11,1162333.0,1934543.0,2023,2023-04-22t16:48:43.000,41.976049291,-87.678412443,4
13043123,jg224536,2023-04-15t13:48:00.000,057xx s cicero ave,1478,concealed carry license violation,prohibited places,airport terminal lower level - secure area,True,False,813,8,56,15,1145654.0,1866253.0,2023,2023-04-22t16:48:43.000,41.788987036,-87.74147999,5
13044437,jg225902,2023-04-15t13:45:00.000,018xx w lawrence ave,0810,theft,over $500,grocery food store,False,False,2032,20,4,06,1163385.0,1931915.0,2023,2023-04-22t16:48:43.000,41.968815819,-87.674618145,4
13043300,jg224781,2023-04-15t13:40:00.000,090xx s escanaba ave,143b,weapons violation,unlawful possession - other firearm,street,True,False,423,4,46,15,1196957.0,1845681.0,2023,2023-04-22t16:48:43.000,41.731412913,-87.554054765,5
13043144,jg224567,2023-04-15t13:30:00.000,004xx e 110th st,0910,motor vehicle theft,automobile,vehicle non-commercial,False,False,513,5,49,07,1181016.0,1832113.0,2023,2023-04-22t16:48:43.000,41.694561791,-87.612867874,4
13047402,jg229637,2023-04-15t13:30:00.000,030xx n pulaski rd,0530,assault,aggravated - other dangerous weapon,parking lot / garage (non residential),False,False,2523,25,21,04a,1149192.0,1920063.0,2023,2023-04-22t16:48:43.000,41.936580597,-87.72711396,5
13043162,jg224651,2023-04-15t13:30:00.000,033xx n seeley ave,0486,battery,domestic battery simple,apartment,False,True,1921,19,5,08b,1162097.0,1922148.0,2023,2023-04-22t16:48:43.000,41.942041752,-87.679628025,5
13044411,jg224690,2023-04-15t13:30:00.000,088xx s escanaba ave,4387,other offense,violate order of protection,residence - porch / hallway,False,True,423,4,46,26,1196920.0,1847012.0,2023,2023-04-22t16:48:43.000,41.735066205,-87.554146165,4
13043405,jg224719,2023-04-15t13:30:00.000,019xx n western ave,0870,theft,pocket-picking,cta train,False,False,1434,14,22,06,1160062.0,1912639.0,2023,2023-04-22t16:48:43.000,41.915990756,-87.687370839,4
13043141,jg224515,2023-04-15t13:25:00.000,020xx w farragut ave,051a,assault,aggravated - handgun,apartment,False,False,2012,20,4,04a,1161718.0,1934857.0,2023,2023-04-22t16:48:43.000,41.9769238,-87.680665237,5
13043143,jg224566,2023-04-15t13:21:00.000,056xx n california ave,2826,other offense,harassment by electronic means,residence,False,False,2011,20,2,26,1156663.0,1937378.0,2023,2023-04-22t16:48:43.000,41.983945729,-87.699186088,3
